## RECSRecommendations Upload File
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.
## RECS
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.
## RECSentity.id;entity.sku;entity.pageUrl;entity.name;entity.thumbnailUrl;entity.categoryId;entity.message;entity.value;entity.inventory;entity.margin;entity.last_updated_by;entity.multi_english;entity.availability;entity.tax_country;entity.tax_region;entity.tax_rate;entity.product_type;entity.item_group_id;entity.color;entity.size;entity.brand;entity.gtin;entity.price;entity.category;entity.category_uids;entity.custom1;entity.custom2
MH13;MH13; ;Marco Lightweight Active Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh13-blue_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH13;74.00$
MH13;MH13; ;Marco Lightweight Active Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh13-blue_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH13;74.00$
MH13;MH13; ;Marco Lightweight Active Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh13-blue_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH13;74.00$
MH13;MH13; ;Marco Lightweight Active Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh13-blue_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH13;74.00$
MH13;MH13; ;Marco Lightweight Active Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh13-blue_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH13;74.00$
MH13;MH13; ;Marco Lightweight Active Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh13-blue_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH13;74.00$
MH13;MH13; ;Marco Lightweight Active Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh13-blue_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH13;74.00$
MH13;MH13; ;Marco Lightweight Active Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh13-blue_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH13;74.00$
MH13;MH13; ;Marco Lightweight Active Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh13-blue_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH13;74.00$
MH13;MH13; ;Marco Lightweight Active Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh13-blue_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH13;74.00$
MH13;MH13; ;Marco Lightweight Active Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh13-blue_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH13;74.00$
MH13;MH13; ;Marco Lightweight Active Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh13-blue_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH13;74.00$
MH13;MH13; ;Marco Lightweight Active Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh13-blue_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH13;74.00$
MH13;MH13; ;Marco Lightweight Active Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh13-blue_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH13;74.00$
MH13;MH13; ;Marco Lightweight Active Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh13-blue_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH13;74.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MS01;MS01; ;Aero Daily Fitness Tee;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/ms01-blue_main_1.jpg;[12, 16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Men / Tops;['MTI=', 'MTY='];https://dsn.adobe.com/web/experiencelab/product?productId=MS01;24.00$
MH07;MH07; ;Hero Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh07-gray_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH07;54.00$
MH07;MH07; ;Hero Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh07-gray_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH07;54.00$
MH07;MH07; ;Hero Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh07-gray_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH07;54.00$
MH07;MH07; ;Hero Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh07-gray_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH07;54.00$
MH07;MH07; ;Hero Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh07-gray_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH07;54.00$
MH07;MH07; ;Hero Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh07-gray_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH07;54.00$
MH07;MH07; ;Hero Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh07-gray_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH07;54.00$
MH07;MH07; ;Hero Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh07-gray_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH07;54.00$
MH07;MH07; ;Hero Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh07-gray_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH07;54.00$
MH07;MH07; ;Hero Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh07-gray_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH07;54.00$
MH07;MH07; ;Hero Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh07-gray_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH07;54.00$
MH07;MH07; ;Hero Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh07-gray_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH07;54.00$
MH07;MH07; ;Hero Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh07-gray_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH07;54.00$
MH07;MH07; ;Hero Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh07-gray_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH07;54.00$
MH07;MH07; ;Hero Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh07-gray_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH07;54.00$
MH07;MH07; ;Hero Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh07-gray_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH07;54.00$
MH07;MH07; ;Hero Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh07-gray_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH07;54.00$
MH07;MH07; ;Hero Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh07-gray_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH07;54.00$
MH07;MH07; ;Hero Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh07-gray_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH07;54.00$
MH07;MH07; ;Hero Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/h/mh07-gray_main_2.jpg;[12, 15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;Men / Tops;['MTI=', 'MTU='];https://dsn.adobe.com/web/experiencelab/product?productId=MH07;54.00$
